Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,flow_missing
80,22005,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,545.3306067,136.3326517,11002.5,15521.70095,21978,27,22005,22005.0,0.0,22005,22005,0,0.0,0.0,0,0,0,0,40,32,90.88843445,45.44421722,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
80,29910212,7,7,3259,727,2920,0,465.5714286,1088.460052,697,0,103.8571429,261.5609735,133.2655215,0.468067562,2300785.538,4236981.018,10000000,31,20400000,3407314.0,5017575.576,10000000,23187,29900000,4981189.5,5318081.345,10000000,1300,0,0,152,148,0.234033781,0.234033781,0,2920,265.7333333,758.4073977,575181.781,0,0,0,1,0,0,0,0,1,284.7142857,465.5714286,103.8571429,152,7,3259,7,727,8192,7615,6,20,242208.6667,379592.2139,680524,23035,9727862.0,278788.2153,10000000,9443261,Normal,0
22662,11,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1090909.091,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,90909.09091,90909.09091,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,23690,2,2,130,284,65,65,65.0,0.0,142,142,142.0,0.0,17475.72816,168.847615,7896.666667,13633.27915,23639,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,40,64,84.42380751,84.42380751,65,142,95.8,42.17463693,1778.7,0,0,0,0,0,0,0,0,1,119.75,65.0,142.0,40,2,130,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,24101,2,2,68,422,34,34,34.0,0.0,211,211,211.0,0.0,20331.1065930874,165.9682170864,8033.6666666667,13909.5226853165,24095,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,64,82.9841085432,82.9841085432,34,211,104.8,96.9468926784,9398.7,0,0,0,0,0,0,0,0,1,131.0,34.0,211.0,64,2,68,2,422,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,100363,2,2,58,162,29,29,29.0,0.0,81,81,81.0,0.0,2192.042884,39.85532517,33454.33333,57900.44214,100312,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,80,64,19.92766258,19.92766258,29,81,49.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,62.25,29.0,81.0,80,2,58,2,162,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,46791,2,2,74,444,37,37,37.0,0.0,222,222,222.0,0.0,11070.50501,85.48652519,15597.0,27009.60029,46785,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,80,42.74326259,42.74326259,37,222,111.0,101.3286731,10267.5,0,0,0,0,0,0,0,0,1,138.75,37.0,222.0,64,2,74,2,444,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
58388,104,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,9615.384615,9615.384615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,79034,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,379.5834704,63.26391173,19758.5,38181.89589,77027,4,79034,19758.5,38181.89589,77027,4,0,0.0,0.0,0,0,0,0,100,0,63.26391173,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
53,280,2,2,134,390,67,67,67.0,0.0,195,195,195.0,0.0,1871428.571,14285.71429,93.33333333,118.681647,228,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,40,40,7142.857143,7142.857143,67,195,118.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,147.75,67.0,195.0,40,2,134,2,390,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,66491,1,1,47,129,47,47,47.0,0.0,129,129,129.0,0.0,2646.974779,30.07925885,66491.0,0.0,66491,66491,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,15.03962942,15.03962942,47,129,74.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,111.5,47.0,129.0,32,1,47,1,129,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,91101,1,1,49,225,49,49,49.0,0.0,225,225,225.0,0.0,3007.650849,21.95365583,91101.0,0.0,91101,91101,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,10.97682792,10.97682792,49,225,107.6666667,101.6136474,10325.33333,0,0,0,0,0,0,0,0,1,161.5,49.0,225.0,20,1,49,1,225,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
57174,76,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,13157.89474,13157.89474,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,972,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,1159092,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,10036.30428,6.901954288,165584.5714,437610.1551,1157991,13,824,412.0,343.6538957,655,169,1159078,289769.5,578814.453,1157991,13,0,0,72,112,2.588232858,4.31372143,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
80,991,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,6054.490414,4036.326942,330.3333333,566.9614919,985,1,991,330.3333333,566.9614919,985,1,0,0.0,0.0,0,0,0,0,116,0,4036.326942,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,116,4,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
53,117,2,2,70,174,35,35,35.0,0.0,87,87,87.0,0.0,2085470.08547009,34188.0341880342,39.0,34.1174442185,67,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,40,40,17094.0170940171,17094.0170940171,35,87,55.8,28.4815729903,811.2,0,0,0,0,0,0,0,0,1,69.75,35.0,87.0,40,2,70,2,174,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
56908,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,15873.0158730159,15873.0158730159,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,399,422,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
52844,208,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,57692.30769,9615.384615,208.0,0.0,208,208,208,208.0,0.0,208,208,0,0.0,0.0,0,0,0,0,40,0,9615.384615,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,169,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,1159763.314,23668.63905,56.33333333,57.3527099,117,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,64,64,11834.31953,11834.31953,35,63,46.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,57.75,35.0,63.0,64,2,70,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
63624,75,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,160000.0,26666.6666666667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,13333.3333333333,13333.3333333333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,267,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,293,2,2,94,452,47,47,47.0,0.0,226,226,226.0,0.0,1863481.229,13651.87713,97.66666667,85.16063253,196,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,64,64,6825.938567,6825.938567,47,226,118.6,98.04233779,9612.3,0,0,0,0,0,0,0,0,1,148.25,47.0,226.0,64,2,94,2,452,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,241,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,1452282.158,16597.51037,80.33333333,100.4805122,193,0,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,80,80,8298.755187,8298.755187,47,128,79.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,80,2,94,2,256,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
58275,25,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,480000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,40000.0,40000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,8192,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,27223,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,427322.4847,330.6027991,3402.875,8671.569465,24796,5,2048,1024.0,1441.08362,2043,5,27208,5441.6,10856.82432,24796,15,0,0,72,132,110.200933,220.4018661,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
53,182,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1593406.593,21978.02198,60.66666667,98.14954576,174,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,80,80,10989.01099,10989.01099,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,80,2,86,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,233,2,2,68,422,34,34,34.0,0.0,211,211,211.0,0.0,2103004.292,17167.38197,77.66666667,129.3264603,227,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,40,40,8583.690987,8583.690987,34,211,104.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,131.0,34.0,211.0,40,2,68,2,422,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
1152,73,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,82191.78082,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,13698.63014,13698.63014,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
53,291,2,2,102,306,51,51,51.0,0.0,153,153,153.0,0.0,1402061.856,13745.70447,97.0,125.6940731,240,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,40,40,6872.852234,6872.852234,51,153,91.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,114.75,51.0,153.0,40,2,102,2,306,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,99822014,10,7,382,11595,370,0,38.2,116.6093192,5792,0,1656.428571,2118.227235,119.9835539,0.170303116,6238875.875,24900000.0,99700000,1,99700000,11100000.0,33200000.0,99700000,1,149785,24964.16667,55257.10117,137338,7,0,0,304,232,0.100178303,0.070124812,0,5792,665.3888889,1500.886371,2252659.899,0,0,0,0,1,0,0,0,0,704.5294118,38.2,1656.428571,304,10,382,7,11595,274,235,3,20,1991.0,0.0,1991,1991,99700000.0,0.0,99700000,99700000,DoS,0
53046,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,513,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,501103,3,1,65,6,53,6,21.66666667,27.13546265,6,6,6.0,0.0,141.6874375,7.982390846,167034.3333,261806.0083,468765,3,501103,250551.5,354329.0867,501100,3,0,0.0,0.0,0,0,0,0,60,20,5.986793134,1.995597711,6,53,15.4,21.01903899,441.8,0,0,0,0,1,0,0,0,0,19.25,21.66666667,6.0,60,3,65,1,6,63154,5895,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,78948,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37.999696,39474.0,52754.40852,76777,2171,0,0.0,0.0,0,0,2171,2171.0,0.0,2171,2171,0,0,32,64,12.66656533,25.33313067,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,1,0,2,0,294,9,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,18,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,333333.3333,222222.2222,6.0,4.582575695,10,1,18,6.0,4.582575695,10,1,0,0.0,0.0,0,0,0,0,116,0,222222.2222,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,116,4,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS,0
53,136945,2,2,84,210,42,42,42.0,0.0,105,105,105.0,0.0,2146.847274,29.20880646,45648.33333,79060.03647,136939,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,40,40,14.60440323,14.60440323,42,105,67.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,84.0,42.0,105.0,40,2,84,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
57570,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,27777.77778,27777.77778,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,365,1324,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,60397,2,2,64,226,32,32,32.0,0.0,113,113,113.0,0.0,4801.562992,66.22845506,20132.33333,34865.89408,60392,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,64,64,33.11422753,33.11422753,32,113,64.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,80.5,32.0,113.0,64,2,64,2,226,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,248,2,2,62,318,31,31,31.0,0.0,159,159,159.0,0.0,1532258.06451613,16129.0322580645,82.6666666667,60.0444279957,152,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,64,64,8064.5161290323,8064.5161290323,31,159,82.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,102.75,31.0,159.0,64,2,62,2,318,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
56196,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,360,1723,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,237,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,1223628.692,16877.63713,79.0,52.82991577,140,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,64,64,8438.818565,8438.818565,47,98,67.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,64,2,94,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
683,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
55888,77,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,155844.155844156,25974.025974026,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,12987.012987013,12987.012987013,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,119,251,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
56518,53,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,56603.77358,26.5,30.40559159,48,5,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,20,40,18867.92453,37735.84906,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,20,1,0,2,0,245,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,24016,2,2,62,162,31,31,31.0,0.0,81,81,81.0,0.0,9327.1152564957,166.5556295803,8005.3333333333,13860.4479124353,24010,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,40,83.2778147901,83.2778147901,31,81,51.0,27.3861278753,750.0,0,0,0,0,0,0,0,0,1,63.75,31.0,81.0,64,2,62,2,162,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,136077,12,9,538,5160,201,0,44.83333333,77.17610715,1448,0,573.3333333,631.630232,41873.35112,154.3243899,6803.85,11741.94348,42129,7,136077,12370.63636,19775.43105,65546,17,110960,13870.0,19611.27431,47530,48,0,0,404,296,88.18536564,66.13902423,0,1448,259.0,476.2907275,226852.8571,0,0,0,1,0,0,0,0,0,271.3333333,44.83333333,573.3333333,404,12,538,9,5160,29200,972,4,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
59821,15,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,800000.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,66666.66667,66666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,223542,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,53.68118743,8.946864571,223542.0,0.0,223542,223542,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,4.473432286,4.473432286,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,40880,15544,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
5298,69,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,86956.52174,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,14492.75362,14492.75362,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
51896,83,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,144578.3133,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,12048.19277,12048.19277,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,114,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
80,17,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,58823.52941,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,1,6,1,6,16425,913,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,5082688,8,5,348,152,228,0,43.5,77.31198392,85,2,30.4,37.04456775,98.37314429,2.557701752,423557.3333,1443886.986,5008392,3,5082688,726098.2857,1898905.752,5032339,48,50299,12574.75,13986.68789,24766,3,0,0,180,104,1.573970309,0.983731443,0,228,35.71428571,61.53851648,3786.989011,0,0,0,1,0,0,0,0,0,38.46153846,43.5,30.4,180,8,348,5,152,29200,35173,7,20,74248.0,0.0,74248,74248,5008392.0,0.0,5008392,5008392,Normal,0
53,37119,2,2,96,128,48,48,48.0,0.0,64,64,64.0,0.0,6034.645329885,107.7615237479,12373.0,21424.6024700576,37112,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,64,64,53.880761874,53.880761874,48,64,54.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,68.0,48.0,64.0,64,2,96,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,5169090,11,9,382,3152,183,0,34.72727273,61.08369817,1432,0,350.2222222,566.7655551,683.6793323,3.869152984,272057.3684,1147920.911,5011743,0,5169090,516909.0,1579501.472,5011743,3,106678,13334.75,24254.14011,54281,1,0,0,240,192,2.128034141,1.741118843,0,1432,168.2857143,395.5718826,156477.1143,0,0,0,1,0,0,0,0,0,176.7,34.72727273,350.2222222,240,11,382,9,3152,29200,62,10,20,157344.0,0.0,157344,157344,5011743.0,0.0,5011743,5011743,Normal,0
53,138,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,1666666.667,28985.50725,46.0,75.34586916,133,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,64,64,14492.75362,14492.75362,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,64,2,76,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
443,66209377,19,18,1529,8484,455,0,80.47368421,142.6823856,1608,0,471.3333333,672.8754801,151.2323549,0.55883323,1839149.361,3764707.407,10000000,4,61800000,3433040.0,4843834.689,10100000,192,66100000,3887813.353,4847607.472,10100000,4,0,0,392,444,0.286968415,0.271864815,0,1608,263.5,507.9583804,258021.7162,0,0,0,1,0,0,0,0,0,270.6216216,80.47368421,471.3333333,392,19,1529,18,8484,8192,262,18,20,307015.0,466740.6787,1259745,116058,9992105.0,20297.3891,10000000,9950683,Normal,0
57872,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,2,37,0,0,30016,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
53,46809,2,2,76,160,38,38,38.0,0.0,80,80,80.0,0.0,5041.765472,85.45365208,15603.0,27019.12658,46802,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,64,40,42.72682604,42.72682604,38,80,54.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,68.5,38.0,80.0,64,2,76,2,160,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
7921,24,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,250000.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,41666.66667,41666.66667,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
58080,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,6008,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
51086,191,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,62827.22513,10471.20419,191.0,0.0,191,191,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,5235.602094,5235.602094,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Normal,0
1107,59,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,101694.9153,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,16949.15254,16949.15254,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,0
443,116393116,21,20,1091,3553,652,0,51.95238095,144.9884396,1810,0,177.65,499.4288606,39.89926689,0.35225451,2909827.9,4457457.747,10000000,3,116000000,5819655.8,4955347.945,10200000,3,112000000,5901773.474,5114041.143,10200000,3,0,0,432,408,0.180423042,0.171831468,0,1810,110.5714286,360.6891874,130096.6899,0,0,0,1,0,0,0,0,0,113.2682927,51.95238095,177.65,432,21,1091,20,3553,8192,5272,20,20,211043.6364,217581.0095,867075,145237,9982932.455,61575.69022,10000000,9798471,Normal,0
