Timestamp,Source IP,Destination IP,Status,Attack Type,Confidence
2026-09-15 12:59:54.480959,192.168.1.28,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 12:59:55.480959,192.168.1.191,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 12:59:56.480959,192.168.1.171,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 12:59:57.480959,192.168.1.25,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:58.480959,192.168.1.68,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 12:59:59.480959,192.168.1.27,192.168.1.1,NORMAL,Normal,98.78
2026-09-15 13:00:00.480959,192.168.1.241,192.168.1.1,ATTACK,PortScan,99.52
2026-09-15 13:00:01.480959,192.168.1.18,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:02.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.79
2026-09-15 13:00:03.480959,192.168.1.94,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:04.480959,192.168.1.28,192.168.1.1,NORMAL,Normal,99.54
2026-09-15 13:00:05.480959,192.168.1.141,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:00:06.480959,192.168.1.70,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:00:07.480959,192.168.1.81,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:08.480959,192.168.1.181,192.168.1.1,NORMAL,Normal,99.68
2026-09-15 13:00:09.480959,192.168.1.134,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:10.480959,192.168.1.64,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:11.480959,192.168.1.148,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:00:12.480959,192.168.1.43,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:13.480959,192.168.1.195,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:00:14.480959,192.168.1.249,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 13:00:15.480959,192.168.1.235,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:00:16.480959,192.168.1.156,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:00:17.480959,192.168.1.157,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:18.480959,192.168.1.131,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:00:19.480959,192.168.1.72,192.168.1.1,ATTACK,PortScan,96.25
2026-09-15 13:00:20.480959,192.168.1.210,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 13:00:21.480959,192.168.1.131,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:00:22.480959,192.168.1.216,192.168.1.1,NORMAL,Normal,99.82
2026-09-15 13:00:23.480959,192.168.1.114,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:00:24.480959,192.168.1.58,192.168.1.1,ATTACK,DoS,99.86
2026-09-15 13:00:25.480959,192.168.1.34,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:26.480959,192.168.1.34,192.168.1.1,NORMAL,Normal,99.74
2026-09-15 13:00:27.480959,192.168.1.178,192.168.1.1,ATTACK,DoS,99.94
2026-09-15 13:00:28.480959,192.168.1.120,192.168.1.1,NORMAL,Normal,99.89
2026-09-15 13:00:29.480959,192.168.1.100,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 13:00:30.480959,192.168.1.118,192.168.1.1,NORMAL,Normal,99.88
2026-09-15 13:00:31.480959,192.168.1.115,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:32.480959,192.168.1.129,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:33.480959,192.168.1.231,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:34.480959,192.168.1.196,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 13:00:35.480959,192.168.1.23,192.168.1.1,ATTACK,DoS,86.94
2026-09-15 13:00:36.480959,192.168.1.182,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:00:37.480959,192.168.1.177,192.168.1.1,NORMAL,Normal,98.57
2026-09-15 13:00:38.480959,192.168.1.175,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:00:39.480959,192.168.1.35,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:00:40.480959,192.168.1.25,192.168.1.1,NORMAL,Normal,96.9
2026-09-15 13:00:41.480959,192.168.1.113,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:42.480959,192.168.1.196,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:00:43.480959,192.168.1.96,192.168.1.1,NORMAL,Normal,99.89
2026-09-15 13:00:44.480959,192.168.1.214,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:00:45.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.82
2026-09-15 13:00:46.480959,192.168.1.37,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:47.480959,192.168.1.73,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:48.480959,192.168.1.59,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:49.480959,192.168.1.58,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:00:50.480959,192.168.1.147,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:51.480959,192.168.1.124,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:00:52.480959,192.168.1.45,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:00:53.480959,192.168.1.118,192.168.1.1,ATTACK,DoS,99.81
2026-09-15 13:00:54.480959,192.168.1.56,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:00:55.480959,192.168.1.81,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:00:56.480959,192.168.1.128,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:00:57.480959,192.168.1.73,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 13:00:58.480959,192.168.1.233,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 13:00:59.480959,192.168.1.246,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:00.480959,192.168.1.29,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:01.480959,192.168.1.123,192.168.1.1,NORMAL,Normal,99.76
2026-09-15 13:01:02.480959,192.168.1.216,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:03.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:04.480959,192.168.1.229,192.168.1.1,NORMAL,Normal,68.69
2026-09-15 13:01:05.480959,192.168.1.150,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:06.480959,192.168.1.35,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:07.480959,192.168.1.22,192.168.1.1,ATTACK,DoS,96.82
2026-09-15 13:01:08.480959,192.168.1.176,192.168.1.1,NORMAL,Normal,99.57
2026-09-15 13:01:09.480959,192.168.1.148,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:01:10.480959,192.168.1.224,192.168.1.1,ATTACK,DoS,99.94
2026-09-15 13:01:11.480959,192.168.1.13,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:12.480959,192.168.1.33,192.168.1.1,NORMAL,Normal,99.85
2026-09-15 13:01:13.480959,192.168.1.247,192.168.1.1,NORMAL,Normal,89.1
2026-09-15 13:01:14.480959,192.168.1.202,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:15.480959,192.168.1.227,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:16.480959,192.168.1.70,192.168.1.1,NORMAL,Normal,99.72
2026-09-15 13:01:17.480959,192.168.1.52,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:18.480959,192.168.1.114,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 13:01:19.480959,192.168.1.134,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:01:20.480959,192.168.1.133,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:21.480959,192.168.1.64,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:22.480959,192.168.1.231,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:23.480959,192.168.1.112,192.168.1.1,NORMAL,Normal,99.49
2026-09-15 13:01:24.480959,192.168.1.241,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:25.480959,192.168.1.25,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:26.480959,192.168.1.52,192.168.1.1,ATTACK,PortScan,99.88
2026-09-15 13:01:27.480959,192.168.1.107,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:28.480959,192.168.1.10,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 13:01:29.480959,192.168.1.109,192.168.1.1,NORMAL,Normal,99.68
2026-09-15 13:01:30.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:31.480959,192.168.1.247,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:32.480959,192.168.1.210,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:33.480959,192.168.1.210,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:01:34.480959,192.168.1.126,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:35.480959,192.168.1.83,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:36.480959,192.168.1.118,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:01:37.480959,192.168.1.188,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:38.480959,192.168.1.197,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:39.480959,192.168.1.210,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 13:01:40.480959,192.168.1.152,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:01:41.480959,192.168.1.179,192.168.1.1,ATTACK,DoS,88.62
2026-09-15 13:01:42.480959,192.168.1.193,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:43.480959,192.168.1.134,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:01:44.480959,192.168.1.49,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:45.480959,192.168.1.58,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:46.480959,192.168.1.85,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:47.480959,192.168.1.65,192.168.1.1,NORMAL,Normal,99.82
2026-09-15 13:01:48.480959,192.168.1.24,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:01:49.480959,192.168.1.158,192.168.1.1,NORMAL,Normal,99.81
2026-09-15 13:01:50.480959,192.168.1.198,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:01:51.480959,192.168.1.148,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:01:52.480959,192.168.1.25,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:01:53.480959,192.168.1.201,192.168.1.1,ATTACK,DoS,92.53
2026-09-15 13:01:54.480959,192.168.1.90,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:01:55.480959,192.168.1.24,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 13:01:56.480959,192.168.1.22,192.168.1.1,NORMAL,Normal,99.89
2026-09-15 13:01:57.480959,192.168.1.159,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 13:01:58.480959,192.168.1.132,192.168.1.1,NORMAL,Normal,99.77
2026-09-15 13:01:59.480959,192.168.1.138,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:02:00.480959,192.168.1.245,192.168.1.1,NORMAL,Normal,98.37
2026-09-15 13:02:01.480959,192.168.1.228,192.168.1.1,NORMAL,Normal,99.73
2026-09-15 13:02:02.480959,192.168.1.145,192.168.1.1,NORMAL,Normal,99.89
2026-09-15 13:02:03.480959,192.168.1.50,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:04.480959,192.168.1.24,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 13:02:05.480959,192.168.1.140,192.168.1.1,NORMAL,Normal,99.77
2026-09-15 13:02:06.480959,192.168.1.30,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:07.480959,192.168.1.227,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 13:02:08.480959,192.168.1.57,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:09.480959,192.168.1.27,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:02:10.480959,192.168.1.162,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:11.480959,192.168.1.27,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:02:12.480959,192.168.1.182,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:13.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.81
2026-09-15 13:02:14.480959,192.168.1.70,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:15.480959,192.168.1.113,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:16.480959,192.168.1.40,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 13:02:17.480959,192.168.1.237,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:18.480959,192.168.1.155,192.168.1.1,ATTACK,PortScan,99.96
2026-09-15 13:02:19.480959,192.168.1.73,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:20.480959,192.168.1.158,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:21.480959,192.168.1.162,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:22.480959,192.168.1.20,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:23.480959,192.168.1.168,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:24.480959,192.168.1.30,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:25.480959,192.168.1.117,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:02:26.480959,192.168.1.178,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:27.480959,192.168.1.159,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:28.480959,192.168.1.154,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:29.480959,192.168.1.143,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:30.480959,192.168.1.90,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:31.480959,192.168.1.249,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:32.480959,192.168.1.76,192.168.1.1,NORMAL,Normal,99.76
2026-09-15 13:02:33.480959,192.168.1.62,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 13:02:34.480959,192.168.1.181,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:35.480959,192.168.1.193,192.168.1.1,NORMAL,Normal,99.92
2026-09-15 13:02:36.480959,192.168.1.90,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 13:02:37.480959,192.168.1.71,192.168.1.1,ATTACK,PortScan,99.84
2026-09-15 13:02:38.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:39.480959,192.168.1.111,192.168.1.1,ATTACK,DoS,99.61
2026-09-15 13:02:40.480959,192.168.1.43,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:41.480959,192.168.1.181,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:42.480959,192.168.1.175,192.168.1.1,ATTACK,Web Attack,97.05
2026-09-15 13:02:43.480959,192.168.1.86,192.168.1.1,NORMAL,Normal,84.18
2026-09-15 13:02:44.480959,192.168.1.127,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:45.480959,192.168.1.90,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:46.480959,192.168.1.247,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:47.480959,192.168.1.202,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:48.480959,192.168.1.249,192.168.1.1,ATTACK,PortScan,99.44
2026-09-15 13:02:49.480959,192.168.1.28,192.168.1.1,ATTACK,DoS,93.73
2026-09-15 13:02:50.480959,192.168.1.12,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:02:51.480959,192.168.1.127,192.168.1.1,NORMAL,Normal,99.58
2026-09-15 13:02:52.480959,192.168.1.169,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 13:02:53.480959,192.168.1.154,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:02:54.480959,192.168.1.35,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 13:02:55.480959,192.168.1.28,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:02:56.480959,192.168.1.147,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 13:02:57.480959,192.168.1.64,192.168.1.1,SUSPICIOUS,Unknown,0.0
2026-09-15 13:02:58.480959,192.168.1.139,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:02:59.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.82
2026-09-15 13:03:00.480959,192.168.1.43,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:03:01.480959,192.168.1.248,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:02.480959,192.168.1.99,192.168.1.1,NORMAL,Normal,99.9
2026-09-15 13:03:03.480959,192.168.1.235,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:04.480959,192.168.1.27,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 13:03:05.480959,192.168.1.235,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:06.480959,192.168.1.72,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 13:03:07.480959,192.168.1.104,192.168.1.1,NORMAL,Normal,99.18
2026-09-15 13:03:08.480959,192.168.1.82,192.168.1.1,NORMAL,Normal,99.88
2026-09-15 13:03:09.480959,192.168.1.50,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:10.480959,192.168.1.122,192.168.1.1,NORMAL,Normal,98.2
2026-09-15 13:03:11.480959,192.168.1.223,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:03:12.480959,192.168.1.149,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:13.480959,192.168.1.190,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:14.480959,192.168.1.87,192.168.1.1,NORMAL,Normal,99.82
2026-09-15 13:03:15.480959,192.168.1.166,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:03:16.480959,192.168.1.216,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:17.480959,192.168.1.177,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:18.480959,192.168.1.145,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:03:19.480959,192.168.1.12,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:20.480959,192.168.1.180,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:21.480959,192.168.1.219,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:22.480959,192.168.1.151,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:23.480959,192.168.1.86,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:24.480959,192.168.1.248,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 13:03:25.480959,192.168.1.179,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:26.480959,192.168.1.36,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:03:27.480959,192.168.1.250,192.168.1.1,NORMAL,Normal,99.88
2026-09-15 13:03:28.480959,192.168.1.234,192.168.1.1,NORMAL,Normal,99.54
2026-09-15 13:03:29.480959,192.168.1.44,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:30.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:31.480959,192.168.1.39,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:32.480959,192.168.1.237,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:33.480959,192.168.1.37,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:03:34.480959,192.168.1.200,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:35.480959,192.168.1.151,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:03:36.480959,192.168.1.49,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:37.480959,192.168.1.79,192.168.1.1,ATTACK,DoS,89.39
2026-09-15 13:03:38.480959,192.168.1.82,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:03:39.480959,192.168.1.164,192.168.1.1,ATTACK,DoS,99.97
2026-09-15 13:03:40.480959,192.168.1.63,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:41.480959,192.168.1.193,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:42.480959,192.168.1.97,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:43.480959,192.168.1.62,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:03:44.480959,192.168.1.185,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:03:45.480959,192.168.1.172,192.168.1.1,ATTACK,PortScan,97.94
2026-09-15 13:03:46.480959,192.168.1.228,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:47.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.03
2026-09-15 13:03:48.480959,192.168.1.139,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:49.480959,192.168.1.135,192.168.1.1,NORMAL,Normal,99.83
2026-09-15 13:03:50.480959,192.168.1.74,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:03:51.480959,192.168.1.241,192.168.1.1,SUSPICIOUS,Unknown,50.11
2026-09-15 13:03:52.480959,192.168.1.242,192.168.1.1,NORMAL,Normal,99.91
2026-09-15 13:03:53.480959,192.168.1.226,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 13:03:54.480959,192.168.1.23,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:03:55.480959,192.168.1.33,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:03:56.480959,192.168.1.172,192.168.1.1,NORMAL,Normal,99.85
2026-09-15 13:03:57.480959,192.168.1.118,192.168.1.1,NORMAL,Normal,99.87
2026-09-15 13:03:58.480959,192.168.1.222,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:03:59.480959,192.168.1.80,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:04:00.480959,192.168.1.21,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:01.480959,192.168.1.10,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:02.480959,192.168.1.95,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:03.480959,192.168.1.207,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:04.480959,192.168.1.43,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:05.480959,192.168.1.173,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:06.480959,192.168.1.77,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:07.480959,192.168.1.51,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:08.480959,192.168.1.199,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:04:09.480959,192.168.1.123,192.168.1.1,NORMAL,Normal,99.86
2026-09-15 13:04:10.480959,192.168.1.151,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:11.480959,192.168.1.190,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:12.480959,192.168.1.119,192.168.1.1,NORMAL,Normal,99.81
2026-09-15 13:04:13.480959,192.168.1.153,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:14.480959,192.168.1.12,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:15.480959,192.168.1.38,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:04:16.480959,192.168.1.29,192.168.1.1,ATTACK,DoS,88.13
2026-09-15 13:04:17.480959,192.168.1.236,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:18.480959,192.168.1.186,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:19.480959,192.168.1.241,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:20.480959,192.168.1.48,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:21.480959,192.168.1.149,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:22.480959,192.168.1.19,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:04:23.480959,192.168.1.223,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:24.480959,192.168.1.104,192.168.1.1,ATTACK,DoS,99.98
2026-09-15 13:04:25.480959,192.168.1.159,192.168.1.1,ATTACK,DoS,71.46
2026-09-15 13:04:26.480959,192.168.1.151,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:27.480959,192.168.1.47,192.168.1.1,NORMAL,Normal,99.86
2026-09-15 13:04:28.480959,192.168.1.120,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:29.480959,192.168.1.42,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:30.480959,192.168.1.20,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:31.480959,192.168.1.88,192.168.1.1,ATTACK,PortScan,99.67
2026-09-15 13:04:32.480959,192.168.1.103,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:04:33.480959,192.168.1.240,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:34.480959,192.168.1.248,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:35.480959,192.168.1.213,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:36.480959,192.168.1.230,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:37.480959,192.168.1.20,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:38.480959,192.168.1.240,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:39.480959,192.168.1.101,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 13:04:40.480959,192.168.1.63,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:41.480959,192.168.1.184,192.168.1.1,NORMAL,Normal,99.93
2026-09-15 13:04:42.480959,192.168.1.73,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:43.480959,192.168.1.180,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:44.480959,192.168.1.36,192.168.1.1,NORMAL,Normal,99.95
2026-09-15 13:04:45.480959,192.168.1.100,192.168.1.1,NORMAL,Normal,99.94
2026-09-15 13:04:46.480959,192.168.1.209,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:47.480959,192.168.1.153,192.168.1.1,NORMAL,Normal,99.84
2026-09-15 13:04:48.480959,192.168.1.236,192.168.1.1,SUSPICIOUS,Unknown,38.14
2026-09-15 13:04:49.480959,192.168.1.233,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:50.480959,192.168.1.114,192.168.1.1,NORMAL,Normal,99.98
2026-09-15 13:04:51.480959,192.168.1.168,192.168.1.1,ATTACK,DoS,99.96
2026-09-15 13:04:52.480959,192.168.1.201,192.168.1.1,ATTACK,PortScan,99.72
2026-09-15 13:04:53.480959,192.168.1.49,192.168.1.1,NORMAL,Normal,99.96
2026-09-15 13:04:54.480959,192.168.1.246,192.168.1.1,NORMAL,Normal,99.97
2026-09-15 13:04:55.480959,192.168.1.248,192.168.1.1,NORMAL,Normal,98.74
2026-09-15 13:04:56.480959,192.168.1.70,192.168.1.1,NORMAL,Normal,99.98
